ʾu₄,𒀀
a,𒀀
aia₂,𒀀
aya₂,𒀀
barₓ,𒌋
buniŋₓ,𒆹
burₓ,𒋲
dur₅,𒀀
duru₅,𒀀
e₄,𒀀
ea,𒀀
ebir₃,𒀀
emₓ,𒀀
epir₃,𒀀
eš₁₀,𒀀
ŋa₁₀,𒀀
ia₁₀,𒀀
id₅,𒀀
me₅,𒀀
mu₁₄,𒀀
sedₓ,𒈹𒁲
šegₓ,𒍉
ṭur₅,𒀀
ya₁₀,𒀀
ai,𒀀𒀀
aia,𒀀𒀀
aya,𒀀𒀀
aye,𒀀𒀀
ayi,𒀀𒀀
ayu,𒀀𒀀
ayya,𒀀𒀀
ayye,𒀀𒀀
ayyi,𒀀𒀀
ayyu,𒀀𒀀
iya,𒀀𒀀
iyi,𒀀𒀀
iyu,𒀀𒀀
iyya,𒀀𒀀
iyyi,𒀀𒀀
iyyu,𒀀𒀀
yaₓ,𒌓𒉌
ayayaₓ,𒀀𒀀𒀀
a₄,𒀀𒀭
am₃,𒀀𒀭
še₇,𒀀𒀭
šeg₃,𒀀𒀭
šeŋ₃,𒀀𒀭
šemₓ,𒉈
a-ra₂,𒀀𒁺
tuše,𒀀𒁺
tuššuru,𒀀𒁺
eribₓ,𒊩𒌓
eru₄,𒀀𒂔
erua,𒀀𒂔
erum₄,𒀀𒂔
ummuₓ,𒀀𒂔𒇲
ummudₓ,𒀀𒂔𒇲
ummu₃,𒀀𒂔𒇲
ummud,𒀀𒂔𒇲
ummu,𒀀𒂔𒇲
ugar,𒀀𒃼
a-gar3,𒀀𒃼
adar,𒀀𒄠
ildagₓ,𒀀𒄠
kuar₂,𒀀𒄩
kuara₂,𒀀𒄩
[...]ri,𒀀𒄩
sahₓ,𒆪
tuba₂,𒀀𒄩
zahₓ,𒋀
girim₃,𒀀𒄩𒋻𒁺
girima₃,𒀀𒄩𒋻𒁺
girimma₃,𒀀𒄩𒋻𒁺
girin₂,𒀀𒄩𒋻𒁺
nun₂,𒀀𒄩𒋻𒁺
liq₃,𒀀𒄷𒋛
er₂,𒀀𒅆
era₂,𒀀𒅆
eseš,𒀀𒅆
esiš₃,𒀀𒅆
eš₉,𒀀𒅆
ir₂,𒀀𒅆
ira₂,𒀀𒅆
isiš₂,𒀀𒅆
šešₓ,𒀀𒅆
uga₂,𒀀𒅗
ugu₂,𒀀𒅗
ela,𒀀𒆗
ella,𒀀𒆗
illu,𒀀𒆗
akšak₂,𒀀𒆵
enigin,𒀀𒆸𒆸
buninₓ,𒆹
iₓ,𒇉𒀀
i₇,𒀀𒇉
id₂,𒀀𒇉
ida₂,𒀀𒇉
it₂,𒀀𒇉
ita₅,𒀀𒇉
iti₅,𒀀𒇉
itu₅,𒀀𒇉
id₇,𒀀𒇉𒁲
id₆,𒀀𒇉𒃲
darengal,𒌓𒉣
išuruengal,𒀀𒇉𒌓𒉣𒆠
surengal,𒀀𒇉𒌓𒉣𒆠
surgal,𒀀𒇉𒌓𒉣𒆠
turungal,𒌓𒉣
esir,𒀀𒇒
ešer,𒀀𒇒
kuninₓ,𒇅
sarₓ,𒉡
arinaₓ,𒈷
a-rin₄-na,𒀀𒈕𒈾
a-gar₅,𒀀𒈖
kunigara₅,𒀀𒈖
aslumₓ,𒇅
ega,𒀀𒈪𒀀
šeₓ,𒋝
aʾuʾu,𒀀𒉺𒄐𒉻𒋛𒀀
addir,𒀀𒉺𒄐𒉻𒋛𒀀
au,𒀀𒉺𒄐𒉻𒋛𒀀
iddir,𒀀𒉺𒄐𒉻𒋛𒀀
samanₓ,𒂠𒋤𒉣𒂠𒌅
ugu₃,𒀀𒊕
epigₓ,𒀀𒋝
aktum,𒀀𒋢
bir₈,𒀀𒋤
kašbirₓ,𒀀𒋤
tu₁₇,𒀀𒋗𒉀
šeg₄,𒀀𒋙𒉀
ebla,𒀀𒋻𒀀𒀭
asi,𒀀𒊺𒉪
eša,𒀀𒊺𒉪
eše₄,𒀀𒊺𒉪
asal₂,𒀀𒌅𒃮𒇺
asar₂,𒀀𒌅𒃮𒇺
ašalₓ,𒀀𒌅𒃮𒇺
ašar₂,𒀀𒌅𒃮𒇺
azalₓ,𒀀𒌅𒃮𒇺
asalₓ,𒍂
edamu,𒀀𒌉
uguₓ,𒌋𒊕
aškudₓ,𒀉𒍝𒈽
aškiₓ,𒍤𒀀
ginₓ,𒍤𒀀
gugₓ,𒍤𒆸
lamahušₓ,𒍤𒀀
mudₓ,𒍤𒀀
numunₓ,𒍤𒀀
suluhuₓ,𒀀𒍤
šubₓ,𒍤𒀀
/šumun/,𒍤𒆸
zukumₓ,𒀀𒍤
aya₂-aya₂,𒀁
edur,𒀁
eduru,𒀁
agam,𒀂
sah₇,𒀄
saha₇,𒀄
zah₃,𒀄
zaha₃,𒀄
er₆,𒀅
ir₆,𒀅
isiš₃,𒀅
šeš₃,𒀅
šedu₃,𒀆
amuš,𒀇
amuša,𒀇
emuš,𒀇
esag,𒀈
esaŋ,𒀈
a₂,𒀉
ah₅,𒀉
ahi₂,𒀉
ed,𒀉
et,𒀉
eṭ,𒀉
id,𒀉
idi₂,𒀉
it,𒀉
iṭ,𒀉
te₈,𒀉
ti₈,𒀉
liri₅,𒀉𒀸
liru₅,𒀉𒀸
lirum₅,𒀉𒀸
arhuš₇,𒀉𒃣
liri₄,𒀉𒆗
liru₄,𒀉𒆗
lirum₄,𒀉𒆗
usu,𒀉𒆗
uššuₓ,𒀉𒆗
aškud₂,𒀉𒈹
aškud,𒀉𒈽
azag₂,𒀉𒉺
arhuš₆,𒀉𒊩
arhuš₅,𒀉𒌉
ašita,𒀉𒌋𒆤
ašte,𒀉𒌋𒆤
ehe,𒀉𒌓𒁺
ehi,𒀉𒌓𒁺
ʾ,𒀪
ʾa,𒀪
ʾe,𒀪
